"title","cbo","average_salary","workers","soc_title","oes","oes_top","exposed_to_disease_or_infections","physical_proximity","contact_with_others","score","group","group_color"
"Professor de literatura portuguesa","234632","3432.66","874","English Language and Literature Teachers, Postsecondary","251123","25","9","50","86","48.333333333333336","Educação","#deb147"
"Professor de matemática aplicada (no ensino superior)","234105","7516.70","2606","Mathematical Science Teachers, Postsecondary","251022","25","15","58","83","52","Educação","#deb147"
"Professor de matemática do ensino fundamental","231340","3046.95","21831","Middle School Teachers, Except Special and Career/Technical Education","252022","25","54","70","97","73.66666666666667","Educação","#deb147"
"Professor de matemática no ensino médio","232155","4129.11","17991","Secondary School Teachers, Except Special and Career/Technical Education","252031","25","17","70","93","60","Educação","#deb147"
"Professor de matemática pura (no ensino superior)","234110","8745.45","2584","Mathematical Science Teachers, Postsecondary","251022","25","15","58","83","52","Educação","#deb147"
"Professor de medicina","234435","7560.57","12712","Health Specialties Teachers, Postsecondary","251071","25","29","54","94","59","Educação","#deb147"
"Professor de medicina veterinária","234440","10991.80","1291","Animal Scientists","191011","19","32","46","84","54","Ciências, Engenharia e Computação","#8debe0"
"Professor de museologia do ensino superior","234755","13109.41","117","Home Economics Teachers, Postsecondary","251192","25","10","47","94","50.333333333333336","Educação","#deb147"
"Professor de música no ensino superior","234915","4212.77","2829","Art, Drama, and Music Teachers, Postsecondary","251121","25","17","74","93","61.333333333333336","Educação","#deb147"
"Professor de nível médio na educação infantil","331105","3497.53","217071","Preschool Teachers, Except Special Education","252011","25","52","76","95","74.33333333333333","Educação","#deb147"
"Professor de nível médio no ensino fundamental","331205","3335.95","706677","Teacher Assistants","259041","25","36","88","91","71.66666666666667","Educação","#deb147"
"Professor de nível médio no ensino profissionalizante","331305","4500.64","14959","Teacher Assistants","259041","25","36","88","91","71.66666666666667","Educação","#deb147"
"Professor de nível superior do ensino fundamental (primeira a quarta série)","231210","3170.67","460470","Elementary School Teachers, Except Special Education","252021","25","46","79","95","73.33333333333333","Educação","#deb147"
"Professor de nível superior na educação infantil (quatro a seis anos)","231105","3257.96","127755","Kindergarten Teachers, Except Special Education","252012","25","68","86","91","81.66666666666667","Educação","#deb147"
"Professor de nível superior na educação infantil (zero a três anos)","231110","2628.42","48923","Preschool Teachers, Except Special Education","252011","25","52","76","95","74.33333333333333","Educação","#deb147"
"Professor de nutrição","234445","7758.41","1358","Health Specialties Teachers, Postsecondary","251071","25","29","54","94","59","Educação","#deb147"
"Professor de odontologia","234450","8825.69","3245","Health Specialties Teachers, Postsecondary","251071","25","29","54","94","59","Educação","#deb147"
"Professor de outras línguas e literaturas","234664","4693.24","1102","Foreign Language and Literature Teachers, Postsecondary","251124","25","12","52","75","46.333333333333336","Educação","#deb147"
"Professor de pesquisa operacional (no ensino superior)","234125","5143.61","401","Operations Research Analysts","152031","15","3","41","67","37","Ciências, Engenharia e Computação","#8debe0"
"Professor de psicologia do ensino superior","234760","7192.78","3907","Psychology Teachers, Postsecondary","251066","25","14","40","84","46","Educação","#deb147"
"Professor de psicologia no ensino médio","232160","3193.00","451","Secondary School Teachers, Except Special and Career/Technical Education","252031","25","17","70","93","60","Educação","#deb147"
"Professor de química (ensino superior)","234210","11726.51","2421","Chemistry Teachers, Postsecondary","251052","25","7","37","83","42.333333333333336","Educação","#deb147"
"Professor de química no ensino médio","232165","3285.80","8830","Secondary School Teachers, Except Special and Career/Technical Education","252031","25","17","70","93","60","Educação","#deb147"
"Professor de semiótica","234680","4699.28","9","English Language and Literature Teachers, Postsecondary","251123","25","9","50","86","48.333333333333336","Educação","#deb147"
"Professor de serviço social do ensino superior","234765","7791.32","778","Social Work Teachers, Postsecondary","251113","25","12","34","83","43","Educação","#deb147"
"Professor de sociologia do ensino superior","234770","7685.28","1620","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","251062","25","12","43","87","47.333333333333336","Educação","#deb147"
"Professor de sociologia no ensino médio","232170","3024.37","2031","Secondary School Teachers, Except Special and Career/Technical Education","252031","25","17","70","93","60","Educação","#deb147"
"Professor de técnicas agrícolas","233115","10868.86","2110","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor de técnicas comerciais e secretariais","233120","1987.89","1130","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor de técnicas de enfermagem","233125","2885.13","4138","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor de técnicas e recursos audiovisuais","239420","2265.85","476","Instructional Coordinators","259031","25","1","48","75","41.333333333333336","Educação","#deb147"
"Professor de técnicas industriais","233130","2988.89","335","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor de tecnologia e cálculo técnico","233135","5586.47","1500","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor de teoria da literatura","234684","7228.73","62","English Language and Literature Teachers, Postsecondary","251123","25","9","50","86","48.333333333333336","Educação","#deb147"
"Professor de terapia ocupacional","234455","5644.42","150","Health Specialties Teachers, Postsecondary","251071","25","29","54","94","59","Educação","#deb147"
"Professor de zootecnia do ensino superior","234460","13789.36","710","Agricultural Sciences Teachers, Postsecondary","251041","25","14","40","79","44.333333333333336","Educação","#deb147"
"Professor instrutor de ensino e aprendizagem agroflorestal","233220","3517.68","526","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor instrutor de ensino e aprendizagem em serviços","233225","2235.18","17207","Career/Technical Education Teachers, Secondary School","252032","25","31","77","92","66.66666666666667","Educação","#deb147"
"Professor leigo no ensino fundamental","332105","2757.79","27497","Teacher Assistants","259041","25","36","88","91","71.66666666666667","Educação","#deb147"
"Professor prático no ensino profissionalizante","332205","2779.43","6369","Self-Enrichment Education Teachers","253021","25","8","76","94","59.333333333333336","Educação","#deb147"
"Professores de cursos livres","333115","2326.90","34652","Self-Enrichment Education Teachers","253021","25","8","76","94","59.333333333333336","Educação","#deb147"
"Profissional de atletismo","377140","1582.79","225","Athletes and Sports Competitors","272021","27","6","59","83","49.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Profissional de relações com investidores","252550","9199.65","686","Public Relations Specialists","273031","27","4","46","90","46.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Profissional de relações institucionais e governamentais","142345","8574.88","974","Public Relations Specialists","273031","27","4","46","90","46.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Profissional do sexo","519805","1023.81","4","Personal Care Aides","399021","39","62","86","83","77","Serviços","#d051f0"
"Programador de internet","317105","3628.60","4510","Web Developers","151134","15","1","44","72","39","Ciências, Engenharia e Computação","#8debe0"
"Programador de máquinas - ferramenta com comando numérico","317115","3918.95","4816","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","514012","51","1","57","71","43","Indústria","#314b6b"
"Programador de multimídia","317120","3563.61","1706","Software Developers, Applications","151132","15","0","50","70","40","Ciências, Engenharia e Computação","#8debe0"
"Programador de sistemas de informação","317110","4079.59","109239","Computer Programmers","151131","15","0","39","79","39.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Programador visual gráfico","766155","3524.54","1788","Prepress Technicians and Workers","515111","51","0","56","78","44.666666666666664","Indústria","#314b6b"
"Projetista de móveis","318805","2174.46","5822","Commercial and Industrial Designers","271021","27","0","49","85","44.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Projetista de sistemas de áudio","374135","2651.63","321","Sound Engineering Technicians","274014","27","7","69","82","52.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Projetista de som","374120","2556.03","377","Sound Engineering Technicians","274014","27","7","69","82","52.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Promotor de justiça","242235","31346.64","6720","Lawyers","231011","23","14","34","92","46.666666666666664","Jurídico e Serviço Social","#4acc3b"
"Promotor de vendas","521115","1634.82","201831","Demonstrators and Product Promoters","419011","41","0","67","96","54.333333333333336","Comércio","#abf051"
"Promotor de vendas especializado","354130","3108.89","49996","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","414012","41","3","52","95","50","Comércio","#abf051"
"Propagandista de produtos famacêuticos","354150","8695.79","19826","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","414011","41","6","46","89","47","Comércio","#abf051"
"Protético dentário","322410","1957.63","2812","Dental Laboratory Technicians","519081","51","72","53","66","63.666666666666664","Indústria","#314b6b"
"Psicanalista","251550","3752.20","220","Psychiatrists","291066","29","70","67","87","74.66666666666667","Saúde","#e03a3a"
"Psicólogo acupunturista","251555","3798.52","12","Health Diagnosing and Treating Practitioners, All Other","291199","29","75","88","95","86","Saúde","#e03a3a"
"Psicólogo clínico","251510","3895.57","33009","Clinical, Counseling, and School Psychologists","193031","19","17","47","85","49.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo do esporte","251515","3563.51","174","Psychologists, All Other","193039","19","50","71","82","67.66666666666667","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo do trabalho","251540","4769.42","3692","Industrial-Organizational Psychologists","193032","19","1","40","82","41","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo do trânsito","251535","3410.98","304","Clinical, Counseling, and School Psychologists","193031","19","17","47","85","49.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo educacional","251505","3316.01","10137","Clinical, Counseling, and School Psychologists","193031","19","17","47","85","49.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo hospitalar","251520","4115.62","2998","Psychologists, All Other","193039","19","50","71","82","67.66666666666667","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo jurídico","251525","9614.46","735","Psychologists, All Other","193039","19","50","71","82","67.66666666666667","Ciências, Engenharia e Computação","#8debe0"
"Psicólogo social","251530","3335.95","9563","Clinical, Counseling, and School Psychologists","193031","19","17","47","85","49.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Psicopedagogo","239425","2910.75","2283","Educational, Guidance, School, and Vocational Counselors","211012","21","36","64","99","66.33333333333333","Jurídico e Serviço Social","#4acc3b"
"Publicitário","253115","4422.32","12846","Public Relations Specialists","273031","27","4","46","90","46.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Pugilista","377145","1587.96","11","Athletes and Sports Competitors","272021","27","6","59","83","49.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Queijeiro na fabricação de laticínio","848210","1697.49","4466","Food Batchmakers","513092","51","4","56","76","45.333333333333336","Indústria","#314b6b"
"Químico","213205","8411.65","4724","Chemists","192031","19","23","57","81","53.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Químico industrial","213210","11658.19","1671","Chemists","192031","19","23","57","81","53.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Quiropraxista","226105","16015.70","8","Chiropractors","291011","29","53","96","100","83","Saúde","#e03a3a"
"Rachador de couros e peles","762125","2098.60","252","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Radiotelegrafista","372210","3171.34","198","Radio Operators","274013","27","21","62","99","60.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Raizeiro","632010","1179.74","27","Occupational Therapists","291122","29","35","86","87","69.33333333333333","Saúde","#e03a3a"
"Rebaixador de couros","762220","1816.25","404","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Rebarbador de metal","821450","1964.17","9814","Grinding/Lapping/Polishing/Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","514033","51","5","55","62","40.666666666666664","Indústria","#314b6b"
"Rebitador a  martelo pneumático","724215","1950.87","290","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","514191","51","3","61","75","46.333333333333336","Indústria","#314b6b"
"Rebitador, a  mão","724230","1471.06","486","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","514191","51","3","61","75","46.333333333333336","Indústria","#314b6b"
"Recebedor de apostas (loteria)","421205","1269.87","22395","Gaming Change Persons and Booth Cashiers","412012","41","27","70","97","64.66666666666667","Comércio","#abf051"
"Recebedor de apostas (turfe)","421210","1466.57","436","Gaming Cage Workers","433041","43","16","77","99","64","Negócios, Finanças e Gestão","#343deb"
"Recepcionista de banco","422125","1722.89","1345","Receptionists and Information Clerks","434171","43","31","52","100","61","Negócios, Finanças e Gestão","#343deb"
"Recepcionista de casas de espetáculos","519945","814.79","1040","Ushers, Lobby Attendants, and Ticket Takers","393031","39","16","82","97","65","Serviços","#d051f0"
"Recepcionista de consultório médico ou dentário","422110","1429.76","116713","Receptionists and Information Clerks","434171","43","31","52","100","61","Negócios, Finanças e Gestão","#343deb"
"Recepcionista de hotel","422120","1683.62","43316","Hotel, Motel, and Resort Desk Clerks","434081","43","3","64","99","55.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Recepcionista de seguro saúde","422115","1680.90","2449","Receptionists and Information Clerks","434171","43","31","52","100","61","Negócios, Finanças e Gestão","#343deb"
"Recepcionista, em geral","422105","1434.97","538958","Receptionists and Information Clerks","434171","43","31","52","100","61","Negócios, Finanças e Gestão","#343deb"
"Recreador","371410","1567.73","51127","Recreation Workers","399032","39","37","72","95","68","Serviços","#d051f0"
"Recreador de acantonamento","371405","1650.83","858","Recreation Workers","399032","39","37","72","95","68","Serviços","#d051f0"
"Recuperador de guias e cilindros","821335","2444.12","330","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","514023","51","1","59","84","48","Indústria","#314b6b"
"Redator de publicidade","253110","3892.32","5587","Public Relations Specialists","273031","27","4","46","90","46.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Redator de textos técnicos","261530","4257.25","1942","Technical Writers","273042","27","0","42","78","40","Artes, Entretenimento e Mídia","#9e8b75"
"Redeiro","768120","1813.59","78","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","516091","51","3","55","86","48","Indústria","#314b6b"
"Redeiro (pesca)","631420","1490.90","111","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Refinador de óleo e gordura","841472","2145.28","265","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","519012","51","5","48","55","36","Indústria","#314b6b"
"Refinador de sal","841210","1850.76","1147","Chemical Equipment Operators and Tenders","519011","51","15","51","79","48.333333333333336","Indústria","#314b6b"
"Registrador de câncer","415305","1743.61","3","Medical Records and Health Information Technicians","292071","29","24","50","74","49.333333333333336","Saúde","#e03a3a"
"Rejuntador de revestimentos","716540","1497.99","123","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","473011","47","9","66","65","46.666666666666664","Construção e Extração","#8a8a8a"
"Relações públicas","142325","6167.20","5990","Public Relations Specialists","273031","27","4","46","90","46.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Relojoeiro (fabricação)","741120","1693.84","406","Watch Repairers","499064","49","1","66","67","44.666666666666664","Serviços","#d051f0"
"Relojoeiro (reparação)","741125","1875.31","951","Watch Repairers","499064","49","1","66","67","44.666666666666664","Serviços","#d051f0"
"Remetedor de fios","761363","1976.10","529","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","516091","51","3","55","86","48","Indústria","#314b6b"
"Reparador de aparelhos de telecomunicações em laboratório","731330","1930.04","487","Telecommunications Equipment Installers and Repairers, Except Line Installers","492022","49","22","62","89","57.666666666666664","Serviços","#d051f0"
"Reparador de aparelhos eletrodomésticos (exceto imagem e som)","954205","1572.01","2333","Home Appliance Repairers","499031","49","12","67","96","58.333333333333336","Serviços","#d051f0"
"Reparador de equipamentos de escritório","954305","2082.13","1888","Computer, Automated Teller, and Office Machine Repairers","492011","49","5","63","78","48.666666666666664","Serviços","#d051f0"
"Reparador de equipamentos fotográficos","915405","1897.74","87","Camera and Photographic Equipment Repairers","499061","49","0","38","61","33","Serviços","#d051f0"
"Reparador de instrumentos musicais","915210","1805.24","101","Musical Instrument Repairers and Tuners","499063","49","7","48","75","43.333333333333336","Serviços","#d051f0"
"Reparador de rádio, tv e som","954210","2181.75","586","Electronic Home Entertainment Equipment Installers and Repairers","492097","49","6","40","80","42","Serviços","#d051f0"
"Repórter (exclusive rádio e televisão)","261135","5640.97","5369","Reporters and Correspondents","273022","27","9","55","92","52","Artes, Entretenimento e Mídia","#9e8b75"
"Repórter de mídias audiovisuais","261730","4447.27","2911","Reporters and Correspondents","273022","27","9","55","92","52","Artes, Entretenimento e Mídia","#9e8b75"
"Repórter fotográfico","261820","4592.87","646","Photographers","274021","27","4","68","78","50","Artes, Entretenimento e Mídia","#9e8b75"
"Repositor de mercadorias","521125","1303.03","504375","Stock Clerks and Order Fillers","435081","43","2","58","77","45.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Representante comercial autônomo","354705","2919.22","3406","Sales Representatives, Services, All Other","413099","41","9","52","83","48","Comércio","#abf051"
"Restaurador de instrumentos musicais (exceto cordas arcadas)","915205","1697.09","33","Musical Instrument Repairers and Tuners","499063","49","7","48","75","43.333333333333336","Serviços","#d051f0"
"Restaurador de livros","768710","2794.87","289","Print Binding and Finishing Workers","515113","51","0","55","64","39.666666666666664","Indústria","#314b6b"
"Retalhador de carne","848525","1495.63","31332","Meat, Poultry, and Fish Cutters and Trimmers","513022","51","25","85","46","52","Indústria","#314b6b"
"Revelador de filmes fotográficos, em cores","766415","1824.77","267","Photographic Process Workers and Processing Machine Operators","519151","51","41","58","82","60.333333333333336","Indústria","#314b6b"
"Revelador de filmes fotográficos, em preto e branco","766410","1773.92","109","Photographic Process Workers and Processing Machine Operators","519151","51","41","58","82","60.333333333333336","Indústria","#314b6b"
"Revestidor de interiores (papel, material plástico e emborrachados)","716615","1896.39","1797","Paperhangers","472142","47","11","44","71","42","Construção e Extração","#8a8a8a"
"Revestidor de superfícies de concreto","716110","1981.73","530","Cement Masons and Concrete Finishers","472051","47","5","86","74","55","Construção e Extração","#8a8a8a"
"Revisor de fios (produção têxtil)","761810","1356.51","2368","Inspectors, Testers, Sorters, Samplers, and Weighers","519061","51","4","65","85","51.333333333333336","Indústria","#314b6b"
"Revisor de tecidos acabados","761815","1415.76","18465","Inspectors, Testers, Sorters, Samplers, and Weighers","519061","51","4","65","85","51.333333333333336","Indústria","#314b6b"
"Revisor de tecidos crus","761820","1777.62","1156","Inspectors, Testers, Sorters, Samplers, and Weighers","519061","51","4","65","85","51.333333333333336","Indústria","#314b6b"
"Revisor de texto","261140","3317.97","3819","Proofreaders and Copy Markers","439081","43","0","53","93","48.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Riscador de estruturas metálicas","724225","2785.68","594","Structural Iron and Steel Workers","472221","47","10","87","85","60.666666666666664","Construção e Extração","#8a8a8a"
"Riscador de roupas","763120","1970.49","1101","Fabric and Apparel Patternmakers","516092","51","1","49","88","46","Indústria","#314b6b"
"Sacristão","514115","1259.59","1701","Clergy","212011","21","40","55","95","63.333333333333336","Jurídico e Serviço Social","#4acc3b"
"Salgador de alimentos","848110","1481.77","4780","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","513091","51","6","35","74","38.333333333333336","Indústria","#314b6b"
"Salsicheiro (fabricação de lingüiça, salsicha e produtos similares)","848115","1738.72","7256","Food Batchmakers","513092","51","4","56","76","45.333333333333336","Indústria","#314b6b"
"Salva-vidas","517115","1918.24","7309","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","339092","33","38","56","92","62","Serviços","#d051f0"
"Sanitarista","131225","3405.75","187","Occupational Health and Safety Specialists","299011","29","18","65","80","54.333333333333336","Saúde","#e03a3a"
"Sapateiro (calçados sob medida)","768320","1248.17","9113","Shoe and Leather Workers and Repairers","516041","51","3","55","86","48","Indústria","#314b6b"
"Secador de madeira","772115","1628.53","1129","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","517042","51","1","51","66","39.333333333333336","Indústria","#314b6b"
"Secretária trilíngüe","252315","2795.02","845","Executive Secretaries and Executive Administrative Assistants","436011","43","8","39","93","46.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Secretária(o) executiva(o)","252305","3324.52","130913","Financial Specialists, All Other","132099","13","0","43","64","35.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Secretário  bilíngüe","252310","4153.88","6092","Executive Secretaries and Executive Administrative Assistants","436011","43","8","39","93","46.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Segundo oficial de máquinas da marinha mercante","215215","14687.86","901","Ship Engineers","535031","53","16","72","91","59.666666666666664","Transportes","#f7b78f"
"Selecionador de material reciclável","519210","1385.29","6857","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Seleiro","768325","1365.02","591","Shoe and Leather Workers and Repairers","516041","51","3","55","86","48","Indústria","#314b6b"
"Sepultador","516610","1691.92","6262","Funeral Attendants","394021","39","54","79","83","72","Serviços","#d051f0"
"Sericultor","613420","1309.13","41","Farmers, Ranchers, and Other Agricultural Managers","119013","11","4","51","77","44","Negócios, Finanças e Gestão","#343deb"
"Seringueiro","632205","1415.89","2171","Forest and Conservation Workers","454011","45","17","67","93","59","Agropecuária e pesca","#10540a"
"Serrador de bordas no desdobramento de madeira","773115","1505.26","2941","Sawing Machine Setters, Operators, and Tenders, Wood","517041","51","6","57","74","45.666666666666664","Indústria","#314b6b"
"Serrador de madeira","773120","1555.43","13023","Sawing Machine Setters, Operators, and Tenders, Wood","517041","51","6","57","74","45.666666666666664","Indústria","#314b6b"
"Serrador de madeira (serra circular múltipla)","773125","1577.77","3693","Sawing Machine Setters, Operators, and Tenders, Wood","517041","51","6","57","74","45.666666666666664","Indústria","#314b6b"
"Serrador de madeira (serra de fita múltipla)","773130","1610.52","1295","Sawing Machine Setters, Operators, and Tenders, Wood","517041","51","6","57","74","45.666666666666664","Indústria","#314b6b"
"Serralheiro","724440","1911.17","54881","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","514031","51","1","50","60","37","Indústria","#314b6b"
"Servente de obras","717020","1356.70","510877","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","473011","47","9","66","65","46.666666666666664","Construção e Extração","#8a8a8a"
"Sexador","623325","1482.93","439","Graders and Sorters, Agricultural Products","452041","45","7","84","65","52","Agropecuária e pesca","#10540a"
"Sinaleiro (ponte-rolante)","782145","1961.43","3438","Hoist and Winch Operators","537041","53","0","58","77","45","Transportes","#f7b78f"
"Sócioeducador","515325","3613.83","18821","Social and Human Service Assistants","211093","21","58","79","99","78.66666666666667","Jurídico e Serviço Social","#4acc3b"
"Sociólogo","251120","7814.25","713","Sociologists","193041","19","7","40","71","39.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Socorrista (exceto médicos e enfermeiros)","515135","1836.65","10653","Emergency Medical Technicians and Paramedics","292041","29","89","97","90","92","Saúde","#e03a3a"
"Soldador","724315","2541.70","149855","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","514122","51","0","42","53","31.666666666666668","Indústria","#314b6b"
"Soldador a  oxigás","724320","2438.17","2173","Welders, Cutters, Solderers, and Brazers","514121","51","0","46","65","37","Indústria","#314b6b"
"Soldador aluminotérmico em conservação de trilhos","991120","2738.33","165","Rail-Track Laying and Maintenance Equipment Operators","474061","47","14","85","89","62.666666666666664","Construção e Extração","#8a8a8a"
"Soldador elétrico","724325","2555.46","6457","Welders, Cutters, Solderers, and Brazers","514121","51","0","46","65","37","Indústria","#314b6b"
"Sondador (poços de petróleo e gás)","711315","9071.55","2203","Petroleum Pump System Operators, Refinery Operators, and Gaugers","518093","51","2","69","89","53.333333333333336","Indústria","#314b6b"
"Sondador de poços (exceto de petróleo e gás)","711320","2140.99","3002","Earth Drillers, Except Oil and Gas","475021","47","8","42","75","41.666666666666664","Construção e Extração","#8a8a8a"
"Sonoplasta","374150","1903.76","278","Audio and Video Equipment Technicians","274011","27","5","60","72","45.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Soprador de convertedor","821255","3087.50","312","Metal-Refining Furnace Operators and Tenders","514051","51","2","43","62","35.666666666666664","Indústria","#314b6b"
"Soprador de vidro","752115","2913.26","209","Molders, Shapers, and Casters, Except Metal and Plastic","519195","51","1","45","49","31.666666666666668","Indústria","#314b6b"
"Subprocurador de justiça militar","242240","3546.91","6","Lawyers","231011","23","14","34","92","46.666666666666664","Jurídico e Serviço Social","#4acc3b"
"Subprocurador-geral da república","242245","35279.03","85","Lawyers","231011","23","14","34","92","46.666666666666664","Jurídico e Serviço Social","#4acc3b"
"Subprocurador-geral do trabalho","242250","23068.40","64","Lawyers","231011","23","14","34","92","46.666666666666664","Jurídico e Serviço Social","#4acc3b"
"Superintendente técnico no transporte aquaviário","215220","8175.58","162","Transportation Inspectors","536051","53","2","54","73","43","Transportes","#f7b78f"
"Supervisor  (indústria de calçados e artefatos de couro)","760405","2880.59","7830","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor administrativo","410105","3879.28","439370","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor da administração de aeroportos","342540","4897.65","685","Airfield Operations Specialists","532022","53","24","66","90","60","Transportes","#f7b78f"
"Supervisor da aqüicultura","630105","2694.46","700","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Supervisor da área florestal","630110","3259.11","4438","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Supervisor da confecção de artefatos de tecidos, couros e afins","760505","2671.95","2989","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor da indústria de bebidas","840110","5235.04","2446","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor da indústria de fumo","840115","6280.67","342","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor da indústria de minerais não metálicos (exceto os derivados de petróleo e carvão)","750205","4885.24","1048","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor da manutenção e reparação de veículos leves","910205","3340.64","3716","Installation, Maintenance, and Repair Workers, All Other","499099","49","7","50","80","45.666666666666664","Serviços","#d051f0"
"Supervisor da manutenção e reparação de veículos pesados","910210","4937.33","4703","Mobile Heavy Equipment Mechanics, Except Engines","493042","49","15","48","82","48.333333333333336","Serviços","#d051f0"
"Supervisor da mecânica de precisão","740105","4719.40","697","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor das artes gráficas  (indústria editorial e gráfica)","760605","4355.93","3926","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de almoxarifado","410205","3475.16","22231","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de andar","510115","2256.52","3448","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de apoio operacional na mineração","710105","6245.64","1219","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de bombeiros","510305","3523.89","895","First-Line Supervisors of Fire Fighting and Prevention Workers","331021","33","23","73","84","60","Serviços","#d051f0"
